Batch Job Group ID,Batch Job Group Name,Job Plan ID,Job Plan Name,Parent Path,Target ID
15104999,MIG_POST_VAL,15104755,MIG_POST_VAL,,15101078
15105000,WAIT_SCD_DWH_LOAD,15104755,MIG_POST_VAL,,15104738
15105001,Message_SCD_To_Mulesoft_SCD_DW,15104735,SCD_DWH_LOAD,,15104754
15105002,SA_CASH_MGMT,15104756,SA_CASH_MGMT,,15101063
15105004,SA_SOD_ADMIN,15104736,SCD_SOD,,15104763
15105005,WAIT_DWH_ABOR_RECON_FILE,15104757,SCD_DWH_RECON,,15104758
15105006,WAIT_DWH_FUND_DECOMP_RECON_FILE,15104757,SCD_DWH_RECON,,15104759
15105007,WAIT_DWH_GL_HOLDINGS_RECON_FILE,15104757,SCD_DWH_RECON,/SimCorp Dimension/Break_Fix/Constraint_Triggered_Plans/SCD_DWH_RECON,15104760
15105008,WAIT_DWH_IBOR_RECON_FILE,15104757,SCD_DWH_RECON,,15104761
15105009,WAIT_DWH_SETTLE_RECON_FILE,15104757,SCD_DWH_RECON,,15104762
15105010,DWHREC_ABOR_POS,15104757,SCD_DWH_RECON,/SimCorp Dimension/Break_Fix/Constraint_Triggered_Plans/SCD_DWH_RECON,15101083
15105011,DWHREC_FUND_DCMP,15104757,SCD_DWH_RECON,/SimCorp Dimension/Break_Fix/Constraint_Triggered_Plans/SCD_DWH_RECON,15101079
15105012,DWHREC_GLHOLDNG,15104757,SCD_DWH_RECON,,15101080
15105013,DWHREC_IBOR_POS,15104757,SCD_DWH_RECON,,15101081
15105014,DWHREC_IBOR_SETT,15104757,SCD_DWH_RECON,/SimCorp Dimension/Break_Fix/Constraint_Triggered_Plans/SCD_DWH_RECON,15101082
15105015,WAIT_SCD_DWH_LOAD,15104757,SCD_DWH_RECON,,15104738
15105016,SA_SOD_ADMIN,15104763,SA_SOD_ADMIN,,15100949
15105017,SA_PAYR_RAISE_GL,15104764,SA_PAYR_RAISE_STAT,,15104729
15105018,FLS_DEXS,15104766,FLS_DEXS,/SimCorp Dimension/Break_Fix/Plans/FLS_DEXS,15100996
15105019,Copy_To_SFTP_And_Archive_IntAdj_Scheds,15104766,FLS_DEXS,,15101006
15105020,Copy_To_SFTP_and_Archive_FI_SMF,15104766,FLS_DEXS,,15101006
15105021,Copy_To_SFTP_and_Archive_Repo_Trxns,15104766,FLS_DEXS,,15101006
15105022,Copy_To_SFTP_and_Archive_FI_Trxns,15104766,FLS_DEXS,,15101006
15105023,Copy_To_SFTP_and_Archive_VarSpread_Scheds,15104766,FLS_DEXS,/SimCorp Dimension/Break_Fix/Plans/FLS_DEXS,15101006
15105024,Copy_To_SFTP_and_Archive_SMF_CashFlow_Scheds,15104766,FLS_DEXS,,15101006
