ID,Name,Parent Name,Parent ID
15104977,DWH_PFC_ERRORS,RE_DWH_LOAD,15104976
15104988,Message_SCD_To_EDM_SCD_DW,RE_DWH_LOAD,15104976
15105001,Message_SCD_To_Mulesoft_SCD_DW,RE_DWH_LOAD,15104976
15104976,RE_DWH_LOAD,WAIT_SCD_EOD_PROCESSING,15104984
15104984,WAIT_SCD_EOD_PROCESSING,WAIT_SCD_RECON_NT_CASH_PMT,15105098
15105098,WAIT_SCD_RECON_NT_CASH_PMT,SCD_DWH_LOAD,15104735
15104735,BreakFix/Constraint_Triggered_Plans/SCD_DWH_LOAD,Constraint_Triggered_Plans,
