Sort,Batch Job Group,Batch Job Group Name,Batch Job,Batch Job Name,Batch Task (IK),Extracts Exporter,Extraction Setup,Extraction Dedinitions,Data Format Setup,Extract Table,Data Import,Data Import Mapping,Data Import Rule,Reference File Import,Reference File Export,Create Job,Portfolio Calculation,General Reconciliation,Corporate Action Manager Setup
60,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
70,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,PERF_CB_FUND_LOAD,Perf - Cash Bucket (Normal) Load - Funds,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_FUND,,,,,DFS_REF_PF_DATA,,,,,
80,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,PERF_CB_LOAD_FUND_MA,Perf - Cash Bucket (Normal) Load - Fund Margin,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_FUND_MAR,,,,,DFS_REF_PF_DATA,,,,,
90,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,PERF_CB_LOAD_CLIENT,Perf - Cash Bucket (Normal) Load - Client,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
100,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,PERF_CI_LOAD_CLIENT,Perf - Cash Bucket (Interim) Load - Client,Data Format Setup - Execute - Import to Message Queue,,,,CI_SETUP_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
110,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,PERF_CI_LOAD_FUND,Perf - Cash Bucket (Interim) Load - Fund,Data Format Setup - Execute - Import to Message Queue,,,,CI_SETUP_FUND,,,,,DFS_REF_PF_DATA,,,,,
120,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CI_FUND,CB_CBAS_2_CI_FUND,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_FUND,,,,,DFS_REF_PF_DATA,,,,,
130,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CI_CLIENT,CB_CBAS_2_CI_CLIENT,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
140,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CI_MAR,CB_CBAS_2_CI_MAR,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_MAR,,,,,DFS_REF_PF_DATA,,,,,
150,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CB_MAR,CB_CBAS_2_CB_MAR,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB_MAR,,,,,DFS_REF_PF_DATA,,,,,
160,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CB,CB_CBAS_2_CB,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB,,,,,DFS_REF_PF_DATA,,,,,
170,DM_REF_PORTF_BNKACC,Data - Portfoio Data - Add New Bank Account,CB_CBAS_2_CB_LIAB,CB_CBAS_2_CB_LIAB,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB_LIAB,,,,,DFS_REF_PF_DATA,,,,,
10,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PORT_GROUPS,Data - Portfolios Groups Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_PORTFOLIO_GROUPS,,,,,DFS_REF_PF_DATA,,,,,
15,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PFG_HIST_RTN,Data - Portfolio Group Historical Return Term Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_PFG_HIST_RTN,,,,,DFS_REF_PF_HISTR,,,,,
20,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PCL_DEFS,Data - Period Closure Definitions,Data Format Setup - Execute - Import to Message Queue,,,,REF_PCL_DEFS,,,,,DFS_REF_PF_DATA,,,,,
30,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
40,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PORTFOLIOS,Data - Portfolios Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_PORTFOLIOS,,,,,DFS_REF_PF_DATA,,,,,
45,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PF_HIST_RTN,Data - Portfolio Historical Return Term Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_PF_HIST_RTN,,,,,DFS_REF_PF_HISTR,,,,,
50,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
70,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_REAL_BNK_ACT,Data - Real Bank Accounts Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_REAL_BNK_AC,,,,,DFS_REF_PF_DATA,,,,,
71,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_REALMARGIN_AC,Data - Real Margin Accounts Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_REAL_MARGIN_AC,,,,,DFS_REF_PF_DATA,,,,,
80,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_CUSTODIES,Data - Custodies Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_CUSTODIES,,,,,DFS_REF_PF_DATA,,,,,
90,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_BANK_ACCOUNT,Data - Bank Accounts Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_BANK_ACC,,,,,DFS_REF_PF_DATA,,,,,
91,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_MARGIN_ACT,Data - Margin Accounts Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_MARGIN_ACC,,,,,DFS_REF_PF_DATA,,,,,
100,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
110,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_OUR_DEFAULTS,Data - Our Defaults Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_OUR_DEFAULTS,,,,,DFS_REF_PF_DATA,,,,,
111,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_DEFAULT_MARG,Data - Our Defaults Import,Data Format Setup - Execute - Import to Message Queue,,,,REF_OUR_DEFAULTS_MAR,,,,,DFS_REF_PF_DATA,,,,,
112,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_DEFAULTS_LIAB,Data - Our Defaults Import for Liability Portfolios,Data Format Setup - Execute - Import to Message Queue,,,,REF_OUR_DEFAULTS_L,,,,,DFS_REF_PF_DATA,,,,,
120,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
130,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_REF_MPPORT,Data - Model Portfolio To Portfolio Link,Data Format Setup - Execute - Import to Message Queue,,,,REF_MPPORT,,,,,DFS_REF_PF_DATA,,,,,
140,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_WAIT_REFD_MQ_EMP,Data - Wait until Reference Data MQ is Empty,System - Wait Unit Message Queue is Empty,,,,,,,,,,,,,,
150,DM_REF_PORTF_DATA,Data - Portfolio Data Import,DM_DFS_PF->PCL_DEF,Data - Update Period Closure Definitions,Extraction Setups - Execute,,REF_PF->PCL_DEF,REF_PF->PCL_DEF,REF_PCL_DEF->PORT,,,,,,,,,,
160,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_CB_FUND_LOAD,Perf - Cash Bucket (Normal) Load - Funds,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_FUND,,,,,DFS_REF_PF_DATA,,,,,
165,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_CB_LOAD_FUND_MA,Perf - Cash Bucket (Normal) Load - Fund Margin,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_FUND_MAR,,,,,DFS_REF_PF_DATA,,,,,
170,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_CB_LOAD_CLIENT,Perf - Cash Bucket (Normal) Load - Client,Data Format Setup - Execute - Import to Message Queue,,,,CB_SETUP_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
180,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_CI_LOAD_CLIENT,Perf - Cash Bucket (Interim) Load - Client,Data Format Setup - Execute - Import to Message Queue,,,,CI_SETUP_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
190,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_CI_LOAD_FUND,Perf - Cash Bucket (Interim) Load - Fund,Data Format Setup - Execute - Import to Message Queue,,,,CI_SETUP_FUND,,,,,DFS_REF_PF_DATA,,,,,
191,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_LIAB_FOF_PTF,Perf FoF Portfolios to Import Translations,Extraction Setups - Execute,,PERF_LIAB_FOF_PTF,PERF_LIAB_FOF_PTF,PERF_LIAB_FOF_PTF,,,,,,,,,,
192,DM_REF_PORTF_DATA,Data - Portfolio Data Import,PERF_LIAB_FOF_SEC,Perf FoF Securities to Import Translations,Extraction Setups - Execute,,PERF_LIAB_FOF_SEC,PERF_LIAB_FOF_SEC,PERF_LIAB_FOF_SEC,,,,,,,,,,
200,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CI_FUND,CB_CBAS_2_CI_FUND,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_FUND,,,,,DFS_REF_PF_DATA,,,,,
201,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CI_CLIENT,CB_CBAS_2_CI_CLIENT,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_CLIENT,,,,,DFS_REF_PF_DATA,,,,,
205,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CI_MAR,CB_CBAS_2_CI_MAR,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CI_MAR,,,,,DFS_REF_PF_DATA,,,,,
206,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CB_MAR,CB_CBAS_2_CB_MAR,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB_MAR,,,,,DFS_REF_PF_DATA,,,,,
210,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CB,CB_CBAS_2_CB,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB,,,,,DFS_REF_PF_DATA,,,,,
212,DM_REF_PORTF_DATA,Data - Portfolio Data Import,CB_CBAS_2_CB_LIAB,CB_CBAS_2_CB_LIAB,Data Format Setup - Execute - Import to Message Queue,,,,CB_CBAS_2_CB_LIAB,,,,,DFS_REF_PF_DATA,,,,,
1,DM_REF_SEC_ALL,Data - Export of All Securities with Underlyings - EDM,DM_DEX_MKT_ALL_SEC,Data - Export of All Securities with possible Underlyings,Extracts Exporter Definitions - Execute,ALL_SEC_UNDER,REF_ALL_SEC,REF_ALL_SEC,,,,,,,DEX_SECURITIES,,,,
10,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_EQUITIESU,Data - Import of Equities SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_EQUITIES_U,,,,,DFS_SMF_EQUITI_U,,,,,
20,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_EQUITIESN,Data - Import of Equities SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_EQUITIES_N,,,,,DFS_SMF_EQUITI_N,,,,,
30,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_FUND_CRTU,Data - Import of Fund Certificates SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_FUND_CERTS_U,,,,,DFS_SMF_FUND_C_U,,,,,
40,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_FUND_CRTN,Data - Import of Fund Certificates SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_FUND_CERTS_N,,,,,DFS_SMF_FUND_C_N,,,,,
50,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_GDR_ADR_U,Data - Import of GDR\ADRs SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_GDR_ADR_U,,,,,DFS_SMF_GDR_ADRU,,,,,
60,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_GDR_ADR_N,Data - Import of GDR\ADRs SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_GDR_ADR_N,,,,,DFS_SMF_GDR_ADRN,,,,,
70,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_WARRANTSU,Data - Import of Warrants SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_WARRANTS_U,,,,,DFS_SMF_WARR_U,,,,,
80,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_WARRANTSN,Data - Import of Warrants SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_WARRANTS_N,,,,,DFS_SMF_WARR_N,,,,,
90,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_INDXSEC_U,Data - Import of Index Securities,Data Format Setup - Execute - Import to Message Queue,,,,SMF_IND_SEC_U,,,,,DFS_SMF_INDXSECU,,,,,
100,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_INDXSEC_N,Data - Import of Index Securities,Data Format Setup - Execute - Import to Message Queue,,,,SMF_IND_SEC_N,,,,,DFS_SMF_INDXSECN,,,,,
110,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_FXFWD,Data - Update of FX,Data Format Setup - Execute - Import to Message Queue,,,,SMF_FXFWD,,,,,DFS_SMF_FXFWD,,,,,
120,DM_REF_SMF,Data - Import Security Master,DM_DFS_SMF_ALM,Data - Import of ALMs SMF,Data Format Setup - Execute - Import to Message Queue,,,,SMF_ALM,,,,,DFS_SMF_ALM,,,,,
10,DM_REF_USERS,Data - Import Users,DM_DFS_REF_USERS,Data - Import Users,Data Format Setup - Execute - Import to Message Queue,,,,REF_USERS,,,,,DFS_REF_USERS,,,,,
20,DM_REF_USERS,Data - Import Users,DM_DFS_REF_USER_PRF,Data - Map Profiles to Users,Data Format Setup - Execute - Import to Message Queue,,,,REF_USER_PROFILES,,,,,DFS_REF_USERS,,,,,
10,DM_STP_MKT_DATA,STP Market Data Validation,*STP_MKT_DATA,STP Market Data Validation,Validate Market Data Using Service Platform - Initialise Calendar,,,,,,,,,,,,,,
10,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_MODELS_REF,DWH Lineage Tool - Models Referenced,Extraction Setups - Execute,,DWH_LIN_MODELS_REF,DWH_LIN_MODELS_REF,,DWHLIN_MODELS_REF,,,,,,,,,
20,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_MODEL,DWH Lineage Tool - Model Info,Extracts Exporter Definitions - Execute,DWH_LIN_MODEL,DWH_LIN_MODEL,DWH_LIN_MODEL,,,,,,,DWH_LIN_MODEL,,,,
30,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_RELATIONS,DWH Lineage Tool - Relations,Extracts Exporter Definitions - Execute,DWH_LIN_RELATIONS,DWH_LIN_RELATIONS,DWH_LIN_RELATIONS,,,,,,,DWH_LIN_REL,,,,
40,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_VARIABLES,DWH Lineage Tool - Variables,Extracts Exporter Definitions - Execute,DWH_LIN_VARIABLES,DWH_LIN_VARIABLES,DWH_LIN_VARIABLES,,,,,,,DWH_LIN_VAR,,,,
50,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_TABLE_FIELDS,DWH Lineage Tool - Table Fields,Extracts Exporter Definitions - Execute,DWH_LIN_TABLE_FIELDS,DWH_LIN_TABLE_FIELDS,DWH_LIN_TABLE_FIELDS,,,,,,,DWH_LIN_TBL_FIE,,,,
60,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEXES,DWH Lineage Tool - Dexes,Extraction Setups - Execute,,DWH_LIN_DEXES,DWH_LIN_DEXES,,DWHLIN_DEXES,,,,,,,,,
70,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEX_STM,DWH Lineage Tool - Dex Statements,Extracts Exporter Definitions - Execute,DWH_LIN_DEX_STM,DWH_LIN_DEX_STM,DWH_LIN_DEX_STM,,,,,,,DWH_LIN_DEX_STM,,,,
80,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEX_TABLES,DWH Lineage Tool - Dex Tables,Extracts Exporter Definitions - Execute,DWH_LIN_DEX_TABLES,DWH_LIN_DEX_TABLES,DWH_LIN_DEX_TABLES,,,,,,,DWH_LIN_DEX_TBL,,,,
90,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEX_SFLD,DWH Lineage Tool - Dex Src Flds,Extracts Exporter Definitions - Execute,DWH_LIN_DEX_SFLD,DWH_LIN_DEX_SFLD,DWH_LIN_DEX_SFLD,,,,,,,DWH_LIN_DEX_SFLD,,,,
100,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEX_DFLD,DWH Lineage Tool - Dex Dst Flds,Extracts Exporter Definitions - Execute,DWH_LIN_DEX_DFLD,DWH_LIN_DEX_DFLD,DWH_LIN_DEX_DFLD,,,,,,,DWH_LIN_DEX_DFLD,,,,
110,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_DEX_FRML,DWH Lineage Tool - Dex Formulas,Extracts Exporter Definitions - Execute,DWH_LIN_DEX_FRML,DWH_LIN_DEX_FRML,DWH_LIN_DEX_FRML,,,,,,,DWH_LIN_DEX_FRML,,,,
120,DWH_LINEAGE,DWH Lineage Tool,DWH_LIN_STAR_MARTS,DWH Lineage Tool - Star Marts,Extracts Exporter Definitions - Execute,DWH_LIN_STAR_MARTS,DWH_LIN_STAR_MARTS,DWH_LIN_STAR_MARTS,,,,,,,DWH_LIN_STAR_MAR,,,,
1,DWH_PFC_ERRORS,Error messages from PFC run,DWH_PFC_ERRORS,Error messages from PFC run,Extracts Exporter Definitions - Execute,DWH_PFC_ERRORS,DWH_PFC_ERRORS,DWH_PFC_ERRORS,,,,,,,DWH_PFC_ERRORS,,,,
2,DWH_PFC_ERRORS,Error messages from PFC run,DWH_PFC_MAIL,DWH PFC - Email with Errors,System - Send Mail,,,,,,,,,,,,,,
3,DWH_PFC_ERRORS,Error messages from PFC run,DWH_PFC_OK,DWH PFC - Email No Errors,System - Send Mail,,,,,,,,,,,,,,
4,DWH_PFC_ERRORS,Error messages from PFC run,DWH_PFC_ARCHIVE,DWH PFC - Archive Error Log,File Operation - Move File,,,,,,,,,DWH_PFC_2ARCH,DWH_PFC_ARCH,,,,
1,DWH_SYNC,DWH Synchronize Post Upgrade,DWH_SYNC,DWH Synchronize Post Upgrade,928,,,,,,,,,,,,,,
5,DWHREC_ABOR_POS,Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_EXTRACT,Recon: SCD ABOR Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_ABORP_SCD,DWHREC_ABORP_SCD,DWHREC_ABORP_SCD,,,,,,,DWHREC_ABORSCD_W,,,,
10,DWHREC_ABOR_POS,Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_01,Recon: DWH-SCD ABOR Positions - Set 1,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_01,
15,DWHREC_ABOR_POS,Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_02,Recon: DWH-SCD ABOR Positions - Set 2,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_02,
20,DWHREC_ABOR_POS,Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_03,Recon: DWH-SCD ABOR Positions - Set 3,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_03,
25,DWHREC_ABOR_POS,Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_04,Recon: DWH-SCD ABOR Positions - Set 4,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_04,
10,DWHREC_AEOY_POS,Recon: DWH-SCD ABOR EOY Positions,DWHREC_AEOY_EXTRACT,Recon: SCD ABOR EOY Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_AEOY_SCD,DWHREC_AEOY_SCD,DWHREC_AEOY_SCD,,,,,,,DWHREC_AEOYSCD_W,,,,
15,DWHREC_AEOY_POS,Recon: DWH-SCD ABOR EOY Positions,DWHREC_ABOREOY,Recon: DWH - SCD - ABOR EOY,General Reconciliation - Execute,,,,,,,,,DWHREC_ABOEOY_DW,,,,DWHREC_ABOR EOY,
10,DWHREC_EOMF_POS,Recon: DWH-SCD EOM_FIN Positions,DWHREC_EOMF_EXTRACT,Recon: SCD EOM_FIN Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_EOMF_SCD,DWHREC_EOMF_SCD,DWHREC_EOMF_SCD,,,,,,,DWHREC_EOMFSCD_W,,,,
15,DWHREC_EOMF_POS,Recon: DWH-SCD EOM_FIN Positions,DWHREC_EOM_FIN,Recon: DWH - SCD - EOM_FIN,General Reconciliation - Execute,,,,,,,,,DWHREC_EOMFIN_DW,,,,DWHREC_EOM_FIN,
1,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP1_ARC,Reconciliation - DWH Fund Decomp Set 01 - Archive Results,Extracts Exporter Definitions - Execute,RECON_FNDCMP_01_ARC,RECON_DWHREC_FNDCMP_01_ARC,RECON_DWHREC_FNDCMP_01_ARC,,,,,,,RECON_FNDCMP1_AR,,,,
2,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP2_ARC,Reconciliation - DWH Fund Decomp Set 02 - Archive Results,Extracts Exporter Definitions - Execute,RECON_FNDCMP_02_ARC,RECON_DWHREC_FNDCMP_02_ARC,RECON_DWHREC_FNDCMP_02_ARC,,,,,,,RECON_FNDCMP2_AR,,,,
3,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP3_ARC,Reconciliation - DWH Fund Decomp Set 03 - Archive Results,Extracts Exporter Definitions - Execute,RECON_FNDCMP_03_ARC,RECON_DWHREC_FNDCMP_03_ARC,RECON_DWHREC_FNDCMP_03_ARC,,,,,,,RECON_FNDCMP3_AR,,,,
4,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP4_ARC,Reconciliation - DWH Fund Decomp Set 04 - Archive Results,Extracts Exporter Definitions - Execute,RECON_FNDCMP_04_ARC,RECON_DWHREC_FNDCMP_04_ARC,RECON_DWHREC_FNDCMP_04_ARC,,,,,,,RECON_FNDCMP4_AR,,,,
5,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FUNDCMP_EXT,Recon: SCD Fund Decomposition Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_FUND_DCMP,DWHREC_FUND_DCMP,DWHREC_FUND_DCMP,,,,,,,DWHREC_FUNDCMP_W,,,,
10,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_01,Recon: DWH - SCD - Fund Decomp Set 1,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_01,
15,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_02,Recon: DWH - SCD - Fund Decomp Set 2,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_02,
25,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_03,Recon: DWH - SCD - Fund Decomp Set 3,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_03,
35,DWHREC_FUND_DCMP,Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_04,Recon: DWH - SCD - Fund Decomp Set 4,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_04,
2,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GL_HOL_02_ARC,Reconciliation - DWH G/L Holdings Recon - Set02 - Archive Results,Extracts Exporter Definitions - Execute,RECON_DWH_GL_H_2_ARC,RECON_DWHREC_GL_HOL_02_ARC,RECON_DWHREC_GL_HOL_02_ARCHIVE,,,,,,,RECON_GL_H_02_AR,,,,
4,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GL_HOL_03_ARC,Reconciliation - DWH G/L Holdings Recon - Set03 - Archive Results,Extracts Exporter Definitions - Execute,RECON_DWH_GL_H_3_ARC,RECON_DWHREC_GL_HOL_03_ARC,RECON_DWHREC_GL_HOL_03_ARCHIVE,,,,,,,RECON_GL_H_03_AR,,,,
6,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GL_HOL_04_ARC,Reconciliation - DWH G/L Holdings Recon - Set04 - Archive Results,Extracts Exporter Definitions - Execute,RECON_DWH_GL_H_4_ARC,RECON_DWHREC_GL_HOL_04_ARC,RECON_DWHREC_GL_HOL_04_ARCHIVE,,,,,,,RECON_GL_H_04_AR,,,,
8,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GL_HOL_01_ARC,Reconciliation - DWH G/L Holdings Recon - Set01 - Archive Results,Extracts Exporter Definitions - Execute,RECON_DWH_GL_H_1_ARC,RECON_DWHREC_GL_HOL_01_ARC,RECON_DWHREC_GL_HOL_01_ARCHIVE,,,,,,,RECON_GL_H_01_AR,,,,
10,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GLHOLD_EXT,Recon: SCD GL Holdings Extract,Extracts Exporter Definitions - Execute,DWHREC_GLHOLDING,DWHREC_GLHOLDING,DWHREC_GLHOLDING,,,,,,,DWHREC_GLSCD_W,,,,
15,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GLHOL_01,Recon - DWH-SCD GL Holdings - Set 01,General Reconciliation - Execute,,,,,,,,,DWHREC_GLH_DWH,,,,DWHREC_GLHOL_01,
20,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GLHOL_02,Recon - DWH-SCD GL Holdings - Set 02,General Reconciliation - Execute,,,,,,,,,DWHREC_GLH_DWH,,,,DWHREC_GLHOL_02,
25,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GLHOL_03,Recon - DWH-SCD GL Holdings - Set 03,General Reconciliation - Execute,,,,,,,,,DWHREC_GLH_DWH,,,,DWHREC_GLHOL_03,
30,DWHREC_GLHOLDNG,Recon: DWH-SCD GL Holdings,DWHREC_GLHOL_04,Recon - DWH-SCD GL Holdings - Set 04,General Reconciliation - Execute,,,,,,,,,DWHREC_GLH_DWH,,,,DWHREC_GLHOL_04,
