Sort,Batch Job Group,Batch Job Group Name,Batch Job,Batch Job Name,Batch Task (IK),Extracts Exporter,Extraction Setup,Extraction Dedinitions,Data Format Setup,Extract Table,Data Import,Data Import Mapping,Data Import Rule,Reference File Import,Reference File Export,Create Job,Portfolio Calculation,General Reconciliation,Corporate Action Manager Setup
5,ADHOC_DWHRC_ABOR_POS,Adhoc Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_EXTRACT,Recon: SCD ABOR Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_ABORP_SCD,DWHREC_ABORP_SCD,DWHREC_ABORP_SCD,,,,,,,DWHREC_ABORSCD_W,,,,
10,ADHOC_DWHRC_ABOR_POS,Adhoc Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_01,Recon: DWH-SCD ABOR Positions - Set 1,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_01,
15,ADHOC_DWHRC_ABOR_POS,Adhoc Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_02,Recon: DWH-SCD ABOR Positions - Set 2,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_02,
20,ADHOC_DWHRC_ABOR_POS,Adhoc Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_03,Recon: DWH-SCD ABOR Positions - Set 3,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_03,
25,ADHOC_DWHRC_ABOR_POS,Adhoc Recon: DWH-SCD ABOR Positions,DWHREC_ABOR_04,Recon: DWH-SCD ABOR Positions - Set 4,General Reconciliation - Execute,,,,,,,,,DWHREC_ABORP_DWH,,,,DWHREC_ABOR_04,
5,ADHOC_DWHRC_FUND_DCP,Adhoc Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FUNDCMP_EXT,Recon: SCD Fund Decomposition Positions Extract,Extracts Exporter Definitions - Execute,DWHREC_FUND_DCMP,DWHREC_FUND_DCMP,DWHREC_FUND_DCMP,,,,,,,DWHREC_FUNDCMP_W,,,,
10,ADHOC_DWHRC_FUND_DCP,Adhoc Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_01,Recon: DWH - SCD - Fund Decomp Set 1,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_01,
15,ADHOC_DWHRC_FUND_DCP,Adhoc Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_02,Recon: DWH - SCD - Fund Decomp Set 2,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_02,
25,ADHOC_DWHRC_FUND_DCP,Adhoc Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_03,Recon: DWH - SCD - Fund Decomp Set 3,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_03,
35,ADHOC_DWHRC_FUND_DCP,Adhoc Recon: DWH-SCD Fund Decomposition Positions,DWHREC_FNDCMP_04,Recon: DWH - SCD - Fund Decomp Set 4,General Reconciliation - Execute,,,,,,,,,DWHREC_FUND_DCMP,,,,DWHREC_FNDCMP_04,
5,ADHOC_IAB_INC_ALL,Inc Allo Recon,INC_ALLO_RECON,Recon GL accounts 551075 and 55108 - Calculate breaks,Extracts Exporter Definitions - Execute,RECON_551,RECON_GL_SL_551075_551080,RECON_GL_SL_551075_551080,,,,,,,RECON_551_BREAKS,,,,
5,ADHOC_IAB_TAXINCCOMP,ADHOC IAB TAX INCOME COMPONENTS RECON,IAB_TAX_INC_COMP,Income Allocation Taxable Income Components,Extracts Exporter Definitions - Execute,IAB_TAX_INC_COMP,IAB_TAX_INC_COMP,IAB_TAX_INC_COMP,,,,,,,IAB_TAX_INC_COMP,,,,
10,ADHOC_MANUAL_PCL,Ad-Hoc - Manual Close PCL,ADHOC_MANUAL_PCL,Ad-Hoc - Manual Close PCL,Extraction Setups - Execute,,EOY_PCL_UPDT,EOY_PCL_UPDT,EOY_PCL_UPDT,,,,,,,,,,
0,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_CHECK,PerfCalc_Perf_Check_AllClients_Calc4 - LIVEadhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
20,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_CALC_03,PerfCalc_Client_Calc3 - LIVEadhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
30,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_01,PerfMeas_Client_Meas1 - C_PORT_RTNadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
40,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_02,PerfMeas_Client_Meas2 - C_PGRP_RTNadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
50,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_03,PerfMeas_Client_Meas3 - C_PORT_PFRadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
60,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_04,PerfMeas_Client_Meas4 - C_CPENS_RTNadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
70,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_05,PerfMeas_Client_Meas5 - C_TFND_RTNadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
80,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_09,PerfMeas_Client_Meas9 - C_DECOMPadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
90,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_20,PerfMeas_Client_Meas20 - C_PORT_IRRadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
100,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_21,PerfMeas_Client_Meas21 - C_PROG_IRRadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
110,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_22,PerfMeas_Client_Meas22 - C_VINTYR_IRRadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
125,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_24,PerfMeas_Client_Meas24 - C_PGRP_ICBCadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
126,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_28,PerfMeas_Client_Meas28 - C_REPT_VIEWadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
127,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_61,PerfMeas_Client_Meas61 - C_PORT_X_LEVadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
128,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_MEAS_62,PerfMeas_Client_Meas62 - C_PORT_SECIDadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
130,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_01,PerfMeas_Client_Reprt_01 - C_PORT_RTNadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
140,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_02,PerfMeas_Client_Reprt_02 - C_PGRP_RTNadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
150,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_03,PerfMeas_Client_Reprt_03 - C_PORT_PFRadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
160,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_04,PerfMeas_Client_Reprt_04 - C_CPEN_RTNadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
170,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_05,PerfMeas_Client_Reprt_05 - C_TFND_RTNadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
180,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_09,PerfMeas_Client_Reprt_09 - CL_DECOMPadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
190,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_20,PerfMeas_Client_Reprt_20 - C_PORT_IRRadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
200,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_21,PerfMeas_Client_Reprt_21 - C_PROG_IRRadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
210,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_22,PerfMeas_Client_Reprt_22 - C_VINTYR_IRRadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
230,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_24,PerfMeas_Client_Reprt_24 - C_PGRP_ICBCadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
240,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_28,PerfMeas_Client_Reprt_28 - C_REPT_VIEWadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
245,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_61,PerfMeas_Client_Reprt_61 - C_PORT_X_LEVadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
250,ADHOC_PERF_DAILY_CLI,Adhoc PERF_DAILY_CLIENT,PERF_ADHOC_C_REP_62,PerfMeas_Client_Reprt_62 - C_PORT_SECIDadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
10,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_CHECK,PerfCalc_Perf_Check_AllClients_Calc4 - LIVEadhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
20,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_C_EXP,Performance Exposure Distribution Scheme Main,404,,,,,,,,,,,,,,
30,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_03,PerfCalc_Funds_Calc3 - Liveadhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
40,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_04,PerfCalc_Funds_Calc3 - Live (No Decomp)adhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
50,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_05,Execute Perf Calc F_LIAB,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
60,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_06,Performance Calculation for NAV Performance CAD - Adhoc,19,,,,,,,,,,,,,,
70,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_07,Performance Calculation for NAV Performance USD - Adhoc,19,,,,,,,,,,,,,,
80,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_CALC_08,PerfCalc_Funds_Calc8 - USDadhoc,Performance Calculation - Execute Including Closed Periods,,,,,,,,,,,,,,
90,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_C_IDX,Performance Index Decomposition,521,,,,,,,,,,,,,,
100,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_11,PerfMeas_Fund_Meas11 - F_PORT_RTNadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
110,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_12,PerfMeas_Fund_Meas12 - F_PORT_USDadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
120,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_19,PerfMeas_Fund_Meas19 - FD_DECOMPadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
130,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_26,PerfMeas_Fund_Reprt_26 - F_REPT_VIEWadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
140,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_29,Execute Perf Meas F_FOF_RT,Performance Measurement - Execute,,,,,,,,,,,,,,
150,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_30,PerfMeas_Fund_Reprt_30 - F_Repo_Split adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
160,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_32,Performance Measurement for NAV Performance CAD - Adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
170,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_33,Performance Measurement for NAV Performance USD - Adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
180,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_11,PerfMeas_Fund_Reprt_11 - F_PORT_RTNadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
190,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_12,PerfMeas_Fund_Reprt_12 - F_PORT_USDadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
200,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_19,PerfMeas_Fund_Reprt_19 - FD_DECOMPadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
210,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_26,ADHOC_PerfMeas_Fund_Reprt_26_F_REPT_VIEW_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
220,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_29,Execute Perf Rep F_FOF_RT,Performance Reports - Execute,,,,,,,,,,,,,,
230,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_30,ADHOC_PerfMeas_Fund_Reprt_30_ F_Repo_Split_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
240,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_32,Performance Report for NAV Performance CAD - Adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
250,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_33,Performance Report for NAV Performance USD - Adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
260,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_34,PerfMeas_Fund_Meas34 - FD_SECID_DERIVadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
270,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_35,PerfMeas_Fund_Meas35 - F_PCF_PROG_CADadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
280,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_MEAS_36,PerfMeas_Fund_Meas36 - F_PCF_PROG_USDadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
290,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_35,PerfMeas_Fund_Reprt_35 - F_PCF_PROG_CADadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
300,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_REP_36,PerfMeas_Fund_Reprt_36 - F_PCF_PROG_USDadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
310,ADHOC_PERF_DAILY_FUN,AdHoc PERF_DAILY_FUND,PERF_ADHOC_F_RE_19_1,PerfMeas_Fund_Report_19_1 - FD_SECID_DERIVadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
33,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_MSCI,Perf - Index Return Calc Results - MSCIadhoc,Index Return Calculation,,,,,,,,,,,,,,
34,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_S&P,Perf - Index Return Calc Results - S&Padhoc,Index Return Calculation,,,,,,,,,,,,,,
35,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_RUSS,Perf - Index Return Calc Results - RUSSELLadhoc,Index Return Calculation,,,,,,,,,,,,,,
36,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_FTSE,Perf - Index Return Calc Results - FTSEadhoc,Index Return Calculation,,,,,,,,,,,,,,
37,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_ICE,Perf - Index Return Calc Results - ICEadhoc,Index Return Calculation,,,,,,,,,,,,,,
38,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_CITI,Perf - Index Return Calc Results - CITIadhoc,Index Return Calculation,,,,,,,,,,,,,,
39,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_REF,Perf - Index Return Calc Results - REF_RATEadhoc,Index Return Calculation,,,,,,,,,,,,,,
40,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_RETA,Perf - Index Return Calc Results - RETAILadhoc,Index Return Calculation,,,,,,,,,,,,,,
41,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_NOM,Perf - Index Return Calc Results - NOMINALadhoc,Index Return Calculation,,,,,,,,,,,,,,
42,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_SPRD,Perf - Index Return Calc Results - SPREADadhoc,Index Return Calculation,,,,,,,,,,,,,,
43,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_NULL,Perf - Index Return Calc Results - NULLadhoc,Index Return Calculation,,,,,,,,,,,,,,
45,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_BMCALC,Performance Calculation Benchmark ADHOC,19,,,,,,,,,,,,,,
47,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_BMMES,Performance Measurement Benchmark ADHOC,Performance Measurement - Execute,,,,,,,,,,,,,,
49,ADHOC_PERF_DAILY_IDX,Adhoc PERF_DAILY_INDEX,PERF_IDX_ADH_BMREP,Performance Report Benchmark ADHOC,Performance Reports - Execute,,,,,,,,,,,,,,
1,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
2,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
3,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
20,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
21,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
25,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
26,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
30,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
31,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
32,ADHOC_PERF_DEX_UPD,PERF_EXTRACT_UPDATES_SIP-MUN,,,,,,,,,,,,,,,,,
4,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_01,PerfMeas_Client_Meas1 - C_PORT_RTN_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
5,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_04,PerfMeas_Client_Meas4 - C_CPENS_RTN_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
6,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_05,PerfMeas_Client_Meas5 - C_TFND_RTN_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
7,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_09,PerfMeas_Client_Meas9 - C_DECOMP_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
8,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_20,PerfMeas_Client_Meas20 - C_PORT_IRR_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
9,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_MEAS_21,PerfMeas_Client_Meas21 - C_PROG_IRR_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
11,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_01,PerfMeas_Client_Reprt_01 - C_PORT_RTN_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
12,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_04,PerfMeas_Client_Reprt_04 - C_CPEN_RTN_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
13,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_05,PerfMeas_Client_Reprt_05 - C_TFND_RTN_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
14,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_09,PerfMeas_Client_Reprt_09 - CL_DECOMP_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
15,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_20,PerfMeas_Client_Reprt_20 - C_PORT_IRR_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
16,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_C_REP_21,PerfMeas_Client_Reprt_21 - C_PROG_IRR_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
20,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_F_MEAS_11,PerfMeas_Fund_Meas11 - F_PORT_RTN_LBF_adhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
21,ADHOC_PERF_LBF,ADHOC Performance Job for LBF Portfolio Group,PERF_ADL_F_REP_11,PerfMeas_Fund_Reprt_11 - F_PORT_RTN_LBF_adhoc,Performance Reports - Execute,,,,,,,,,,,,,,
10,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_01,PerfMeas_Client_Meas_01 - C_PORT_ATR_TOT - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
20,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_02,PerfMeas_Client_Meas_02 - C_PGRP_ATR- Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
30,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_03,PerfMeas_Client_Meas_03 - C_CPEN_ATR- Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
40,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_04,PerfMeas_Client_Meas_04 - PUBLICMKT_EX_PD - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
50,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_05,PerfMeas_Client_Meas_05 - FI_EX_PD - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
60,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_06,PerfMeas_Client_Meas_06 - C_PORT_DEP - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
70,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_07,PerfMeas_Client_Meas_07 - C_PORT_WCB - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
80,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_08,PerfMeas_Client_Meas_08 - C_PGRP_DEP - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
85,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_10,PerfMeas_Client_Meas_10 - C_CPEN_EXCCM - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
90,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_R_01,PerfMeas_Client_Reprt_01 - C_PORT_ATR_TOT - Mth Endadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
100,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_R_02,PerfMeas_Client_Reprt_02 - C_PGRP_ATR - Mth Endadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
110,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_R_03,PerfMeas_Client_Reprt_03 - C_CPEN_ATR - Mth Endadhoc,Performance Reports - Execute,,,,,,,,,,,,,,
1000,ADHOC_PERF_ME_CLIENT,ADHOC_PERF_ME_CLIENT,PERF_ADHOC_C_M_09,PerfMeas_Client_Meas_09 - C_TFND_ATR - Mth Endadhoc,Performance Measurement - Execute,,,,,,,,,,,,,,
